World Name: GOOFINDER
Size: 100x60
Tile Count: 6000
Version: 25
Flags: 64
Weather: Base=0, Current=8

--- TILE LIST ---
Index | X, Y | Fg | Bg | Flags | TileFlags | Type | Extra Data
 1425 |  25,  14 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 1426 |  26,  14 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 1427 |  27,  14 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 1428 |  28,  14 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 1429 |  29,  14 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 1430 |  30,  14 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 1431 |  31,  14 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 1432 |  32,  14 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 1433 |  33,  14 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 1434 |  34,  14 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 1435 |  35,  14 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 1436 |  36,  14 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 1437 |  37,  14 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 1438 |  38,  14 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 1439 |  39,  14 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 1440 |  40,  14 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 1441 |  41,  14 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 1442 |  42,  14 | 6156 | 8264 | 0x0042 | 0x0042 |   0 | None
 1443 |  43,  14 |    0 | 8264 | 0x0002 | 0x0002 |   0 | None
 1444 |  44,  14 | 6156 | 8264 | 0x0042 | 0x0042 |   0 | None
 1445 |  45,  14 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 1446 |  46,  14 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 1447 |  47,  14 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 1448 |  48,  14 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 1449 |  49,  14 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 1450 |  50,  14 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 1451 |  51,  14 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 1452 |  52,  14 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 1453 |  53,  14 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 1454 |  54,  14 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 1455 |  55,  14 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 1456 |  56,  14 | 6156 | 8264 | 0x0042 | 0x0042 |   0 | None
 1457 |  57,  14 |    0 | 8264 | 0x0002 | 0x0002 |   0 | None
 1458 |  58,  14 | 6156 | 8264 | 0x0042 | 0x0042 |   0 | None
 1459 |  59,  14 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 1460 |  60,  14 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 1461 |  61,  14 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 1462 |  62,  14 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 1463 |  63,  14 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 1464 |  64,  14 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 1465 |  65,  14 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 1466 |  66,  14 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 1467 |  67,  14 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 1468 |  68,  14 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 1469 |  69,  14 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 1470 |  70,  14 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 1471 |  71,  14 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 1472 |  72,  14 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 1473 |  73,  14 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 1474 |  74,  14 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 1475 |  75,  14 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 1476 |  76,  14 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 1477 |  77,  14 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 1478 |  78,  14 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 1479 |  79,  14 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 1480 |  80,  14 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 1481 |  81,  14 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 1482 |  82,  14 | 8262 |    0 | 0x0000 | 0x0000 |   0 | None
 1483 |  83,  14 | 8262 |    0 | 0x0000 | 0x0000 |   0 | None
 1484 |  84,  14 | 8262 |    0 | 0x0000 | 0x0000 |   0 | None
 1485 |  85,  14 | 8262 |    0 | 0x0000 | 0x0000 |   0 | None
 1486 |  86,  14 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 1487 |  87,  14 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 1488 |  88,  14 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 1489 |  89,  14 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 1490 |  90,  14 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 1491 |  91,  14 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 1492 |  92,  14 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 1493 |  93,  14 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 1494 |  94,  14 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 1495 |  95,  14 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 1496 |  96,  14 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 1497 |  97,  14 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 1498 |  98,  14 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 1499 |  99,  14 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 1500 |   0,  15 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 1501 |   1,  15 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 1502 |   2,  15 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 1503 |   3,  15 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 1504 |   4,  15 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 1505 |   5,  15 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 1506 |   6,  15 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 1507 |   7,  15 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 1508 |   8,  15 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 1509 |   9,  15 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 1510 |  10,  15 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 1511 |  11,  15 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 1512 |  12,  15 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 1513 |  13,  15 | 8262 |    0 | 0x0000 | 0x0000 |   0 | None
 1514 |  14,  15 | 8262 |    0 | 0x0000 | 0x0000 |   0 | None
 1515 |  15,  15 | 8262 | 8264 | 0x0000 | 0x0000 |   0 | None
 1516 |  16,  15 |    0 | 8264 | 0x0000 | 0x0000 |   0 | None
 1517 |  17,  15 |    0 | 8264 | 0x0000 | 0x0000 |   0 | None
 1518 |  18,  15 |    0 | 8264 | 0x0000 | 0x0000 |   0 | None
 1519 |  19,  15 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 1520 |  20,  15 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 1521 |  21,  15 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 1522 |  22,  15 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 1523 |  23,  15 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 1524 |  24,  15 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 1525 |  25,  15 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 1526 |  26,  15 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 1527 |  27,  15 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 1528 |  28,  15 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 1529 |  29,  15 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 1530 |  30,  15 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 1531 |  31,  15 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 1532 |  32,  15 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 1533 |  33,  15 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 1534 |  34,  15 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 1535 |  35,  15 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 1536 |  36,  15 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 1537 |  37,  15 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 1538 |  38,  15 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 1539 |  39,  15 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 1540 |  40,  15 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 1541 |  41,  15 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 1542 |  42,  15 | 6156 | 8264 | 0x0042 | 0x0042 |   0 | None
 1543 |  43,  15 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 1544 |  44,  15 | 6156 | 8264 | 0x0042 | 0x0042 |   0 | None
 1545 |  45,  15 | 6156 | 8264 | 0x0042 | 0x0042 |   0 | None
 1546 |  46,  15 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 1547 |  47,  15 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 1548 |  48,  15 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 1549 |  49,  15 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 1550 |  50,  15 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 1551 |  51,  15 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 1552 |  52,  15 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 1553 |  53,  15 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 1554 |  54,  15 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 1555 |  55,  15 | 6156 | 8264 | 0x0042 | 0x0042 |   0 | None
 1556 |  56,  15 | 6156 | 8264 | 0x0042 | 0x0042 |   0 | None
 1557 |  57,  15 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 1558 |  58,  15 | 6156 | 8264 | 0x0042 | 0x0042 |   0 | None
 1559 |  59,  15 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 1560 |  60,  15 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 1561 |  61,  15 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 1562 |  62,  15 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 1563 |  63,  15 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 1564 |  64,  15 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 1565 |  65,  15 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 1566 |  66,  15 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 1567 |  67,  15 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 1568 |  68,  15 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 1569 |  69,  15 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 1570 |  70,  15 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 1571 |  71,  15 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 1572 |  72,  15 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 1573 |  73,  15 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 1574 |  74,  15 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 1575 |  75,  15 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 1576 |  76,  15 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 1577 |  77,  15 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 1578 |  78,  15 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 1579 |  79,  15 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 1580 |  80,  15 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 1581 |  81,  15 |    0 | 8264 | 0x0000 | 0x0000 |   0 | None
 1582 |  82,  15 |    0 | 8264 | 0x0000 | 0x0000 |   0 | None
 1583 |  83,  15 |    0 | 8264 | 0x0000 | 0x0000 |   0 | None
 1584 |  84,  15 | 8262 | 8264 | 0x0000 | 0x0000 |   0 | None
 1585 |  85,  15 | 8262 |    0 | 0x0000 | 0x0000 |   0 | None
 1586 |  86,  15 | 8262 |    0 | 0x0000 | 0x0000 |   0 | None
 1587 |  87,  15 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 1588 |  88,  15 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 1589 |  89,  15 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 1590 |  90,  15 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 1591 |  91,  15 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 1592 |  92,  15 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 1593 |  93,  15 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 1594 |  94,  15 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 1595 |  95,  15 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 1596 |  96,  15 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 1597 |  97,  15 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 1598 |  98,  15 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 1599 |  99,  15 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 1600 |   0,  16 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 1601 |   1,  16 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 1602 |   2,  16 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 1603 |   3,  16 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 1604 |   4,  16 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 1605 |   5,  16 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 1606 |   6,  16 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 1607 |   7,  16 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 1608 |   8,  16 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 1609 |   9,  16 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 1610 |  10,  16 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 1611 |  11,  16 | 8262 |    0 | 0x0000 | 0x0000 |   0 | None
 1612 |  12,  16 | 8262 |    0 | 0x0000 | 0x0000 |   0 | None
 1613 |  13,  16 | 8262 |    0 | 0x0000 | 0x0000 |   0 | None
 1614 |  14,  16 | 8262 | 8264 | 0x0000 | 0x0000 |   0 | None
 1615 |  15,  16 |    0 | 8264 | 0x0000 | 0x0000 |   0 | None
 1616 |  16,  16 |    0 | 8264 | 0x0000 | 0x0000 |   0 | None
 1617 |  17,  16 |    0 | 8264 | 0x0000 | 0x0000 |   0 | None
 1618 |  18,  16 |    0 | 8264 | 0x0000 | 0x0000 |   0 | None
 1619 |  19,  16 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 1620 |  20,  16 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 1621 |  21,  16 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 1622 |  22,  16 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 1623 |  23,  16 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 1624 |  24,  16 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 1625 |  25,  16 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 1626 |  26,  16 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 1627 |  27,  16 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 1628 |  28,  16 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 1629 |  29,  16 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 1630 |  30,  16 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 1631 |  31,  16 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 1632 |  32,  16 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 1633 |  33,  16 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 1634 |  34,  16 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 1635 |  35,  16 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 1636 |  36,  16 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 1637 |  37,  16 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 1638 |  38,  16 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 1639 |  39,  16 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 1640 |  40,  16 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 1641 |  41,  16 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 1642 |  42,  16 | 6156 | 8264 | 0x0042 | 0x0042 |   0 | None
 1643 |  43,  16 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 1644 |  44,  16 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 1645 |  45,  16 |    0 | 8264 | 0x0002 | 0x0002 |   0 | None
 1646 |  46,  16 | 6156 | 8264 | 0x0042 | 0x0042 |   0 | None
 1647 |  47,  16 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 1648 |  48,  16 | 3798 |    0 | 0x0023 | 0x0023 |  44 | {Unknown1:0 OwnerUID:187980217 AccessUIDs:[57710572]}
 1649 |  49,  16 |  206 | 8264 | 0x0001 | 0x0001 |   3 | {Settings:0 OwnerUID:187980217 AccessCount:0 AccessUIDs:[] MinimumLevel:1}
 1650 |  50,  16 |  206 | 8264 | 0x0001 | 0x0001 |   3 | {Settings:1 OwnerUID:187980217 AccessCount:0 AccessUIDs:[] MinimumLevel:1}
 1651 |  51,  16 |  206 | 8264 | 0x0001 | 0x0001 |   3 | {Settings:0 OwnerUID:187980217 AccessCount:0 AccessUIDs:[] MinimumLevel:1}
 1652 |  52,  16 | 3798 | 8264 | 0x0003 | 0x0003 |  44 | {Unknown1:0 OwnerUID:187980217 AccessUIDs:[57710572]}
 1653 |  53,  16 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 1654 |  54,  16 | 6156 | 8264 | 0x0042 | 0x0042 |   0 | None
 1655 |  55,  16 |    0 | 8264 | 0x0002 | 0x0002 |   0 | None
 1656 |  56,  16 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 1657 |  57,  16 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 1658 |  58,  16 | 6156 | 8264 | 0x0042 | 0x0042 |   0 | None
 1659 |  59,  16 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 1660 |  60,  16 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 1661 |  61,  16 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 1662 |  62,  16 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 1663 |  63,  16 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 1664 |  64,  16 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 1665 |  65,  16 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 1666 |  66,  16 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 1667 |  67,  16 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 1668 |  68,  16 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 1669 |  69,  16 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 1670 |  70,  16 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 1671 |  71,  16 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 1672 |  72,  16 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 1673 |  73,  16 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 1674 |  74,  16 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 1675 |  75,  16 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 1676 |  76,  16 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 1677 |  77,  16 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 1678 |  78,  16 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 1679 |  79,  16 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 1680 |  80,  16 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 1681 |  81,  16 |    0 | 8264 | 0x0000 | 0x0000 |   0 | None
 1682 |  82,  16 |    0 | 8264 | 0x0000 | 0x0000 |   0 | None
 1683 |  83,  16 |    0 | 8264 | 0x0000 | 0x0000 |   0 | None
 1684 |  84,  16 |    0 | 8264 | 0x0000 | 0x0000 |   0 | None
 1685 |  85,  16 | 8262 | 8264 | 0x0000 | 0x0000 |   0 | None
 1686 |  86,  16 | 8262 |    0 | 0x0000 | 0x0000 |   0 | None
 1687 |  87,  16 | 8262 |    0 | 0x0000 | 0x0000 |   0 | None
 1688 |  88,  16 | 8262 |    0 | 0x0000 | 0x0000 |   0 | None
 1689 |  89,  16 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 1690 |  90,  16 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 1691 |  91,  16 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 1692 |  92,  16 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 1693 |  93,  16 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 1694 |  94,  16 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 1695 |  95,  16 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 1696 |  96,  16 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 1697 |  97,  16 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 1698 |  98,  16 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 1699 |  99,  16 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 1700 |   0,  17 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 1701 |   1,  17 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 1702 |   2,  17 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 1703 |   3,  17 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 1704 |   4,  17 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 1705 |   5,  17 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 1706 |   6,  17 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 1707 |   7,  17 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 1708 |   8,  17 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 1709 |   9,  17 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 1710 |  10,  17 | 8262 |    0 | 0x0000 | 0x0000 |   0 | None
 1711 |  11,  17 | 8262 | 8264 | 0x0000 | 0x0000 |   0 | None
 1712 |  12,  17 | 8262 | 8264 | 0x0000 | 0x0000 |   0 | None
 1713 |  13,  17 | 8262 | 8264 | 0x0000 | 0x0000 |   0 | None
 1714 |  14,  17 | 8262 | 8264 | 0x0000 | 0x0000 |   0 | None
 1715 |  15,  17 |    0 | 8264 | 0x0000 | 0x0000 |   0 | None
 1716 |  16,  17 |    0 | 8264 | 0x0000 | 0x0000 |   0 | None
 1717 |  17,  17 |    0 | 8264 | 0x0000 | 0x0000 |   0 | None
 1718 |  18,  17 |    0 | 8264 | 0x0000 | 0x0000 |   0 | None
 1719 |  19,  17 |    0 | 8264 | 0x0000 | 0x0000 |   0 | None
 1720 |  20,  17 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 1721 |  21,  17 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 1722 |  22,  17 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 1723 |  23,  17 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 1724 |  24,  17 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 1725 |  25,  17 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 1726 |  26,  17 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 1727 |  27,  17 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 1728 |  28,  17 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 1729 |  29,  17 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 1730 |  30,  17 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 1731 |  31,  17 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 1732 |  32,  17 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 1733 |  33,  17 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 1734 |  34,  17 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 1735 |  35,  17 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 1736 |  36,  17 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 1737 |  37,  17 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 1738 |  38,  17 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 1739 |  39,  17 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 1740 |  40,  17 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 1741 |  41,  17 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 1742 |  42,  17 | 6156 | 8264 | 0x0042 | 0x0042 |   0 | None
 1743 |  43,  17 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 1744 |  44,  17 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 1745 |  45,  17 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 1746 |  46,  17 | 6156 | 8264 | 0x0042 | 0x0042 |   0 | None
 1747 |  47,  17 | 6156 | 8264 | 0x0042 | 0x0042 |   0 | None
 1748 |  48,  17 | 4482 |    0 | 0x0003 | 0x0003 |   2 | {Text: OwnerUID:4294967295}
 1749 |  49,  17 | 4482 |    0 | 0x0003 | 0x0003 |   2 | {Text: OwnerUID:4294967295}
 1750 |  50,  17 | 4482 |    0 | 0x0003 | 0x0003 |   2 | {Text: OwnerUID:4294967295}
 1751 |  51,  17 | 4482 |    0 | 0x0003 | 0x0003 |   2 | {Text: OwnerUID:4294967295}
 1752 |  52,  17 | 4482 |    0 | 0x0003 | 0x0003 |   2 | {Text: OwnerUID:4294967295}
 1753 |  53,  17 | 6156 | 8264 | 0x0042 | 0x0042 |   0 | None
 1754 |  54,  17 | 6156 |    0 | 0x0042 | 0x0042 |   0 | None
 1755 |  55,  17 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 1756 |  56,  17 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 1757 |  57,  17 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 1758 |  58,  17 | 6156 | 8264 | 0x0042 | 0x0042 |   0 | None
 1759 |  59,  17 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 1760 |  60,  17 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 1761 |  61,  17 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
